date    ,name           ,long.         
01.05.1972,Jupiter        , 278.2675072
01.05.1972,Saturn         , 66.0945433
01.05.1972,Uranus         , 195.2612605
01.05.1972,Neptune        , 244.5139553
01.05.1972,Pluto          , 179.7061443
15.05.1972,Jupiter        , 277.7060113
15.05.1972,Saturn         , 67.8450111
15.05.1972,Uranus         , 194.7863127
15.05.1972,Neptune        , 244.1572918
15.05.1972,Pluto          , 179.4799713
29.05.1972,Jupiter        , 276.5934948
29.05.1972,Saturn         , 69.6521759
29.05.1972,Uranus         , 194.4351958
29.05.1972,Neptune        , 243.7802679
29.05.1972,Pluto          , 179.3459257
12.06.1972,Jupiter        , 275.0599769
12.06.1972,Saturn         , 71.4675926
12.06.1972,Uranus         , 194.2346860
12.06.1972,Neptune        , 243.4108685
12.06.1972,Pluto          , 179.3138988
26.06.1972,Jupiter        , 273.3017565
26.06.1972,Saturn         , 73.2431318
26.06.1972,Uranus         , 194.2013936
26.06.1972,Neptune        , 243.0760876
26.06.1972,Pluto          , 179.3881544
10.07.1972,Jupiter        , 271.5579400
10.07.1972,Saturn         , 74.9316444
10.07.1972,Uranus         , 194.3399730
10.07.1972,Neptune        , 242.8001559
10.07.1972,Pluto          , 179.5665118
24.07.1972,Jupiter        , 270.0640237
24.07.1972,Saturn         , 76.4847707
24.07.1972,Uranus         , 194.6467541
24.07.1972,Neptune        , 242.6031557
24.07.1972,Pluto          , 179.8423106
07.08.1972,Jupiter        , 269.0101584
07.08.1972,Saturn         , 77.8550091
07.08.1972,Uranus         , 195.1089751
07.08.1972,Neptune        , 242.4997908
07.08.1972,Pluto          , 180.2039274
21.08.1972,Jupiter        , 268.5172115
21.08.1972,Saturn         , 78.9937851
21.08.1972,Uranus         , 195.7087424
21.08.1972,Neptune        , 242.4991626
21.08.1972,Pluto          , 180.6367565
04.09.1972,Jupiter        , 268.6342034
04.09.1972,Saturn         , 79.8560884
04.09.1972,Uranus         , 196.4220938
04.09.1972,Neptune        , 242.6042398
04.09.1972,Pluto          , 181.1227486
18.09.1972,Jupiter        , 269.3552201
18.09.1972,Saturn         , 80.4004500
18.09.1972,Uranus         , 197.2224049
18.09.1972,Neptune        , 242.8125413
18.09.1972,Pluto          , 181.6421488
02.10.1972,Jupiter        , 270.6355148
02.10.1972,Saturn         , 80.5978860
02.10.1972,Uranus         , 198.0790649
02.10.1972,Neptune        , 243.1160454
02.10.1972,Pluto          , 182.1731084
16.10.1972,Jupiter        , 272.4121494
16.10.1972,Saturn         , 80.4347059
16.10.1972,Uranus         , 198.9602895
16.10.1972,Neptune        , 243.5023598
16.10.1972,Pluto          , 182.6932865
30.10.1972,Jupiter        , 274.6115180
30.10.1972,Saturn         , 79.9252953
30.10.1972,Uranus         , 199.8319761
30.10.1972,Neptune        , 243.9547760
30.10.1972,Pluto          , 183.1797220
13.11.1972,Jupiter        , 277.1607782
13.11.1972,Saturn         , 79.1137494
13.11.1972,Uranus         , 200.6601384
13.11.1972,Neptune        , 244.4537254
13.11.1972,Pluto          , 183.6105456
27.11.1972,Jupiter        , 279.9864740
27.11.1972,Saturn         , 78.0822332
27.11.1972,Uranus         , 201.4102438
27.11.1972,Neptune        , 244.9768360
27.11.1972,Pluto          , 183.9653312
11.12.1972,Jupiter        , 283.0206924
11.12.1972,Saturn         , 76.9399021
11.12.1972,Uranus         , 202.0504225
11.12.1972,Neptune        , 245.5007382
11.12.1972,Pluto          , 184.2270791
25.12.1972,Jupiter        , 286.1959167
25.12.1972,Saturn         , 75.8163664
25.12.1972,Uranus         , 202.5512279
25.12.1972,Neptune        , 246.0011712
25.12.1972,Pluto          , 184.3829048
08.01.1973,Jupiter        , 289.4497601
08.01.1973,Saturn         , 74.8361338
08.01.1973,Uranus         , 202.8897400
08.01.1973,Neptune        , 246.4551107
08.01.1973,Pluto          , 184.4260791
22.01.1973,Jupiter        , 292.7183355
22.01.1973,Saturn         , 74.1073809
22.01.1973,Uranus         , 203.0498940
22.01.1973,Neptune        , 246.8408680
22.01.1973,Pluto          , 184.3564712
05.02.1973,Jupiter        , 295.9414981
05.02.1973,Saturn         , 73.7024587
05.02.1973,Uranus         , 203.0267845
05.02.1973,Neptune        , 247.1406442
05.02.1973,Pluto          , 184.1818684
19.02.1973,Jupiter        , 299.0552333
19.02.1973,Saturn         , 73.6611365
19.02.1973,Uranus         , 202.8265450
19.02.1973,Neptune        , 247.3403116
19.02.1973,Pluto          , 183.9173067
05.03.1973,Jupiter        , 301.9970697
05.03.1973,Saturn         , 73.9870604
05.03.1973,Uranus         , 202.4691889
05.03.1973,Neptune        , 247.4320064
05.03.1973,Pluto          , 183.5848123
19.03.1973,Jupiter        , 304.6986003
19.03.1973,Saturn         , 74.6620537
19.03.1973,Uranus         , 201.9863192
19.03.1973,Neptune        , 247.4133613
19.03.1973,Pluto          , 183.2112503
02.04.1973,Jupiter        , 307.0915594
02.04.1973,Saturn         , 75.6479028
02.04.1973,Uranus         , 201.4207034
02.04.1973,Neptune        , 247.2895746
02.04.1973,Pluto          , 182.8264809
16.04.1973,Jupiter        , 309.1008991
16.04.1973,Saturn         , 76.8999737
16.04.1973,Uranus         , 200.8211493
16.04.1973,Neptune        , 247.0717587
16.04.1973,Pluto          , 182.4605538
30.04.1973,Jupiter        , 310.6541352
30.04.1973,Saturn         , 78.3662729
30.04.1973,Uranus         , 200.2391436
30.04.1973,Neptune        , 246.7779790
30.04.1973,Pluto          , 182.1413800
14.05.1973,Jupiter        , 311.6779513
14.05.1973,Saturn         , 79.9967868
14.05.1973,Uranus         , 199.7230508
14.05.1973,Neptune        , 246.4306043
14.05.1973,Pluto          , 181.8927827
28.05.1973,Jupiter        , 312.1159739
28.05.1973,Saturn         , 81.7393014
28.05.1973,Uranus         , 199.3146746
28.05.1973,Neptune        , 246.0561875
28.05.1973,Pluto          , 181.7328446
11.06.1973,Jupiter        , 311.9340789
11.06.1973,Saturn         , 83.5457940
11.06.1973,Uranus         , 199.0460344
11.06.1973,Neptune        , 245.6822339
11.06.1973,Pluto          , 181.6736876
25.06.1973,Jupiter        , 311.1502748
25.06.1973,Saturn         , 85.3664843
25.06.1973,Uranus         , 198.9380548
25.06.1973,Neptune        , 245.3363983
25.06.1973,Pluto          , 181.7206903
09.07.1973,Jupiter        , 309.8435783
09.07.1973,Saturn         , 87.1552435
09.07.1973,Uranus         , 199.0008580
09.07.1973,Neptune        , 245.0435631
09.07.1973,Pluto          , 181.8737611
23.07.1973,Jupiter        , 308.1758731
23.07.1973,Saturn         , 88.8630000
23.07.1973,Uranus         , 199.2340969
23.07.1973,Neptune        , 244.8251267
23.07.1973,Pluto          , 182.1268645
06.08.1973,Jupiter        , 306.3680261
06.08.1973,Saturn         , 90.4429606
06.08.1973,Uranus         , 199.6293376
06.08.1973,Neptune        , 244.6971708
06.08.1973,Pluto          , 182.4700825
20.08.1973,Jupiter        , 304.6765941
20.08.1973,Saturn         , 91.8449683
20.08.1973,Uranus         , 200.1704544
20.08.1973,Neptune        , 244.6703044
20.08.1973,Pluto          , 182.8889125
03.09.1973,Jupiter        , 303.3314409
03.09.1973,Saturn         , 93.0214183
03.09.1973,Uranus         , 200.8365345
03.09.1973,Neptune        , 244.7490734
03.09.1973,Pluto          , 183.3665964
17.09.1973,Jupiter        , 302.5082992
17.09.1973,Saturn         , 93.9237442
17.09.1973,Uranus         , 201.6014777
17.09.1973,Neptune        , 244.9322972
17.09.1973,Pluto          , 183.8830624
01.10.1973,Jupiter        , 302.2992948
01.10.1973,Saturn         , 94.5107237
01.10.1973,Uranus         , 202.4367869
01.10.1973,Neptune        , 245.2133626
01.10.1973,Pluto          , 184.4173549
15.10.1973,Jupiter        , 302.7314255
15.10.1973,Saturn         , 94.7488746
15.10.1973,Uranus         , 203.3104797
15.10.1973,Neptune        , 245.5807659
15.10.1973,Pluto          , 184.9464427
29.10.1973,Jupiter        , 303.7741699
29.10.1973,Saturn         , 94.6241492
29.10.1973,Uranus         , 204.1895935
29.10.1973,Neptune        , 246.0188894
29.10.1973,Pluto          , 185.4478318
12.11.1973,Jupiter        , 305.3704490
12.11.1973,Saturn         , 94.1459576
12.11.1973,Uranus         , 205.0394098
12.11.1973,Neptune        , 246.5085638
12.11.1973,Pluto          , 185.8985163
26.11.1973,Jupiter        , 307.4430813
26.11.1973,Saturn         , 93.3582373
26.11.1973,Uranus         , 205.8259796
26.11.1973,Neptune        , 247.0281916
26.11.1973,Pluto          , 186.2780051
10.12.1973,Jupiter        , 309.9143079
10.12.1973,Saturn         , 92.3390490
10.12.1973,Uranus         , 206.5153674
10.12.1973,Neptune        , 247.5541755
10.12.1973,Pluto          , 186.5675641
24.12.1973,Jupiter        , 312.7032829
24.12.1973,Saturn         , 91.1989777
24.12.1973,Uranus         , 207.0776321
24.12.1973,Neptune        , 248.0627215
24.12.1973,Pluto          , 186.7536431
07.01.1974,Jupiter        , 315.7366404
07.01.1974,Saturn         , 90.0657779
07.01.1974,Uranus         , 207.4861654
07.01.1974,Neptune        , 248.5299965
07.01.1974,Pluto          , 186.8271452
21.01.1974,Jupiter        , 318.9419090
21.01.1974,Saturn         , 89.0673457
21.01.1974,Uranus         , 207.7227005
21.01.1974,Neptune        , 248.9342849
21.01.1974,Pluto          , 186.7868126
04.02.1974,Jupiter        , 322.2543916
04.02.1974,Saturn         , 88.3119139
04.02.1974,Uranus         , 207.7767002
04.02.1974,Neptune        , 249.2563271
04.02.1974,Pluto          , 186.6377702
18.02.1974,Jupiter        , 325.6094867
18.02.1974,Saturn         , 87.8757992
18.02.1974,Uranus         , 207.6504677
18.02.1974,Neptune        , 249.4815133
18.02.1974,Pluto          , 186.3939738
04.03.1974,Jupiter        , 328.9485076
04.03.1974,Saturn         , 87.7993744
04.03.1974,Uranus         , 207.3572693
04.03.1974,Neptune        , 249.5999072
04.03.1974,Pluto          , 186.0752518
18.03.1974,Jupiter        , 332.2104242
18.03.1974,Saturn         , 88.0896164
18.03.1974,Uranus         , 206.9247489
18.03.1974,Neptune        , 249.6082871
18.03.1974,Pluto          , 185.7081480
01.04.1974,Jupiter        , 335.3372826
01.04.1974,Saturn         , 88.7288898
01.04.1974,Uranus         , 206.3901840
01.04.1974,Neptune        , 249.5094567
01.04.1974,Pluto          , 185.3215565
15.04.1974,Jupiter        , 338.2660558
15.04.1974,Saturn         , 89.6814961
15.04.1974,Uranus         , 205.8008511
15.04.1974,Neptune        , 249.3136134
15.04.1974,Pluto          , 184.9463629
29.04.1974,Jupiter        , 340.9338595
29.04.1974,Saturn         , 90.9032633
29.04.1974,Uranus         , 205.2065004
29.04.1974,Neptune        , 249.0366258
29.04.1974,Pluto          , 184.6109356
13.05.1974,Jupiter        , 343.2703878
13.05.1974,Saturn         , 92.3440474
13.05.1974,Uranus         , 204.6578366
13.05.1974,Neptune        , 248.7003874
13.05.1974,Pluto          , 184.3408178
27.05.1974,Jupiter        , 345.2045929
27.05.1974,Saturn         , 93.9541884
27.05.1974,Uranus         , 204.1989529
27.05.1974,Neptune        , 248.3300248
27.05.1974,Pluto          , 184.1554879
10.06.1974,Jupiter        , 346.6601035
10.06.1974,Saturn         , 95.6827387
10.06.1974,Uranus         , 203.8669068
10.06.1974,Neptune        , 247.9534368
10.06.1974,Pluto          , 184.0689845
24.06.1974,Jupiter        , 347.5671371
24.06.1974,Saturn         , 97.4818044
24.06.1974,Uranus         , 203.6868840
24.06.1974,Neptune        , 247.5979265
24.06.1974,Pluto          , 184.0883270
08.07.1974,Jupiter        , 347.8668491
08.07.1974,Saturn         , 99.3023263
08.07.1974,Uranus         , 203.6743128
08.07.1974,Neptune        , 247.2896940
08.07.1974,Pluto          , 184.2149660
22.07.1974,Jupiter        , 347.5342676
22.07.1974,Saturn         , 101.0979769
22.07.1974,Uranus         , 203.8328715
22.07.1974,Neptune        , 247.0507034
22.07.1974,Pluto          , 184.4443006
05.08.1974,Jupiter        , 346.5952725
05.08.1974,Saturn         , 102.8197993
05.08.1974,Uranus         , 204.1581268
05.08.1974,Neptune        , 246.8989293
05.08.1974,Pluto          , 184.7673655
19.08.1974,Jupiter        , 345.1522934
19.08.1974,Saturn         , 104.4204251
19.08.1974,Uranus         , 204.6368024
19.08.1974,Neptune        , 246.8459946
19.08.1974,Pluto          , 185.1707451
02.09.1974,Jupiter        , 343.3885168
02.09.1974,Saturn         , 105.8491548
02.09.1974,Uranus         , 205.2504261
02.09.1974,Neptune        , 246.8984289
02.09.1974,Pluto          , 185.6380815
16.09.1974,Jupiter        , 341.5519021
16.09.1974,Saturn         , 107.0573793
16.09.1974,Uranus         , 205.9746438
16.09.1974,Neptune        , 247.0560532
16.09.1974,Pluto          , 186.1500527
30.09.1974,Jupiter        , 339.9094353
30.09.1974,Saturn         , 107.9952065
30.09.1974,Uranus         , 206.7822108
30.09.1974,Neptune        , 247.3139770
30.09.1974,Pluto          , 186.6856367
14.10.1974,Jupiter        , 338.6922966
14.10.1974,Saturn         , 108.6199921
14.10.1974,Uranus         , 207.6420989
14.10.1974,Neptune        , 247.6614233
14.10.1974,Pluto          , 187.2222193
28.10.1974,Jupiter        , 338.0591395
28.10.1974,Saturn         , 108.8960337
28.10.1974,Uranus         , 208.5218608
28.10.1974,Neptune        , 248.0840727
28.10.1974,Pluto          , 187.7367737
11.11.1974,Jupiter        , 338.0822398
11.11.1974,Saturn         , 108.8075689
11.11.1974,Uranus         , 209.3870873
11.11.1974,Neptune        , 248.5631275
11.11.1974,Pluto          , 188.2063269
25.11.1974,Jupiter        , 338.7648115
25.11.1974,Saturn         , 108.3609928
25.11.1974,Uranus         , 210.2033609
25.11.1974,Neptune        , 249.0777808
25.11.1974,Pluto          , 188.6092536
09.12.1974,Jupiter        , 340.0586410
09.12.1974,Saturn         , 107.5987190
09.12.1974,Uranus         , 210.9364085
09.12.1974,Neptune        , 249.6044750
09.12.1974,Pluto          , 188.9263667
23.12.1974,Jupiter        , 341.8916245
23.12.1974,Saturn         , 106.5956832
23.12.1974,Uranus         , 211.5544994
23.12.1974,Neptune        , 250.1196207
23.12.1974,Pluto          , 189.1422363
06.01.1975,Jupiter        , 344.1776340
06.01.1975,Saturn         , 105.4622030
06.01.1975,Uranus         , 212.0294553
06.01.1975,Neptune        , 250.5990141
06.01.1975,Pluto          , 189.2468205
20.01.1975,Jupiter        , 346.8325716
20.01.1975,Saturn         , 104.3240112
20.01.1975,Uranus         , 212.3393325
20.01.1975,Neptune        , 251.0205036
20.01.1975,Pluto          , 189.2363009
03.02.1975,Jupiter        , 349.7731121
03.02.1975,Saturn         , 103.3109230
03.02.1975,Uranus         , 212.4704080
03.02.1975,Neptune        , 251.3640450
03.02.1975,Pluto          , 189.1146552
17.02.1975,Jupiter        , 352.9251312
17.02.1975,Saturn         , 102.5307531
17.02.1975,Uranus         , 212.4193180
17.02.1975,Neptune        , 251.6138874
17.02.1975,Pluto          , 188.8930930
03.03.1975,Jupiter        , 356.2176441
03.03.1975,Saturn         , 102.0634904
03.03.1975,Uranus         , 212.1949906
03.03.1975,Neptune        , 251.7589090
03.03.1975,Pluto          , 188.5907386
17.03.1975,Jupiter        , 359.5884324
17.03.1975,Saturn         , 101.9498819
17.03.1975,Uranus         , 211.8186507
17.03.1975,Neptune        , 251.7941710
17.03.1975,Pluto          , 188.2320271
31.03.1975,Jupiter        ,  2.9763650
31.03.1975,Saturn         , 102.2010811
31.03.1975,Uranus         , 211.3240163
31.03.1975,Neptune        , 251.7210735
31.03.1975,Pluto          , 187.8462724
14.04.1975,Jupiter        ,  6.3264596
14.04.1975,Saturn         , 102.7996766
14.04.1975,Uranus         , 210.7537465
14.04.1975,Neptune        , 251.5478741
14.04.1975,Pluto          , 187.4634987
28.04.1975,Jupiter        ,  9.5813516
28.04.1975,Saturn         , 103.7138587
28.04.1975,Uranus         , 210.1572881
28.04.1975,Neptune        , 251.2892393
28.04.1975,Pluto          , 187.1137926
12.05.1975,Jupiter        , 12.6862236
12.05.1975,Saturn         , 104.8991456
12.05.1975,Uranus         , 209.5845207
12.05.1975,Neptune        , 250.9654326
12.05.1975,Pluto          , 186.8230022
26.05.1975,Jupiter        , 15.5801755
26.05.1975,Saturn         , 106.3087502
26.05.1975,Uranus         , 209.0832424
26.05.1975,Neptune        , 250.6011255
26.05.1975,Pluto          , 186.6131450
09.06.1975,Jupiter        , 18.2015395
09.06.1975,Saturn         , 107.8921122
09.06.1975,Uranus         , 208.6929709
09.06.1975,Neptune        , 250.2233688
09.06.1975,Pluto          , 186.4990976
23.06.1975,Jupiter        , 20.4795165
23.06.1975,Saturn         , 109.6010865
23.06.1975,Uranus         , 208.4448955
23.06.1975,Neptune        , 249.8601126
23.06.1975,Pluto          , 186.4905388
07.07.1975,Jupiter        , 22.3419310
07.07.1975,Saturn         , 111.3863224
07.07.1975,Uranus         , 208.3579140
07.07.1975,Neptune        , 249.5375998
07.07.1975,Pluto          , 186.5896511
21.07.1975,Jupiter        , 23.7095531
21.07.1975,Saturn         , 113.2010449
21.07.1975,Uranus         , 208.4416844
21.07.1975,Neptune        , 249.2794604
21.07.1975,Pluto          , 186.7941507
04.08.1975,Jupiter        , 24.5112163
04.08.1975,Saturn         , 114.9969789
04.08.1975,Uranus         , 208.6944012
04.08.1975,Neptune        , 249.1042891
04.08.1975,Pluto          , 187.0953843
18.08.1975,Jupiter        , 24.6869434
18.08.1975,Saturn         , 116.7269363
18.08.1975,Uranus         , 209.1075300
18.08.1975,Neptune        , 249.0259544
18.08.1975,Pluto          , 187.4817765
01.09.1975,Jupiter        , 24.2177662
01.09.1975,Saturn         , 118.3411473
01.09.1975,Uranus         , 209.6638477
01.09.1975,Neptune        , 249.0517041
01.09.1975,Pluto          , 187.9368343
15.09.1975,Jupiter        , 23.1398454
15.09.1975,Saturn         , 119.7902260
15.09.1975,Uranus         , 210.3424248
15.09.1975,Neptune        , 249.1836928
15.09.1975,Pluto          , 188.4426224
29.09.1975,Jupiter        , 21.5781240
29.09.1975,Saturn         , 121.0227617
29.09.1975,Uranus         , 211.1161499
29.09.1975,Neptune        , 249.4174901
29.09.1975,Pluto          , 188.9776093
13.10.1975,Jupiter        , 19.7378648
13.10.1975,Saturn         , 121.9897171
13.10.1975,Uranus         , 211.9564140
13.10.1975,Neptune        , 249.7444072
13.10.1975,Pluto          , 189.5201092
27.10.1975,Jupiter        , 17.8911127
27.10.1975,Saturn         , 122.6453161
27.10.1975,Uranus         , 212.8301451
27.10.1975,Neptune        , 250.1501864
27.10.1975,Pluto          , 190.0462473
10.11.1975,Jupiter        , 16.3095055
10.11.1975,Saturn         , 122.9542415
10.11.1975,Uranus         , 213.7046235
10.11.1975,Neptune        , 250.6177057
10.11.1975,Pluto          , 190.5334297
24.11.1975,Jupiter        , 15.2201539
24.11.1975,Saturn         , 122.8973098
24.11.1975,Uranus         , 214.5441050
24.11.1975,Neptune        , 251.1258068
24.11.1975,Pluto          , 190.9587916
08.12.1975,Jupiter        , 14.7578601
08.12.1975,Saturn         , 122.4807481
08.12.1975,Uranus         , 215.3149711
08.12.1975,Neptune        , 251.6521097
08.12.1975,Pluto          , 191.3028013
22.12.1975,Jupiter        , 14.9748411
22.12.1975,Saturn         , 121.7433077
22.12.1975,Uranus         , 215.9833798
22.12.1975,Neptune        , 252.1722953
22.12.1975,Pluto          , 191.5483305
05.01.1976,Jupiter        , 15.8484536
05.01.1976,Saturn         , 120.7592819
05.01.1976,Uranus         , 216.5203224
05.01.1976,Neptune        , 252.6627338
05.01.1976,Pluto          , 191.6841776
19.01.1976,Jupiter        , 17.3180796
19.01.1976,Saturn         , 119.6356491
19.01.1976,Uranus         , 216.9003749
19.01.1976,Neptune        , 253.1001009
19.01.1976,Pluto          , 191.7044442
02.02.1976,Jupiter        , 19.2974131
02.02.1976,Saturn         , 118.4978987
02.02.1976,Uranus         , 217.1070421
02.02.1976,Neptune        , 253.4643265
02.02.1976,Pluto          , 191.6113494
16.02.1976,Jupiter        , 21.6988093
16.02.1976,Saturn         , 117.4741849
16.02.1976,Uranus         , 217.1318831
16.02.1976,Neptune        , 253.7380098
16.02.1976,Pluto          , 191.4140705
01.03.1976,Jupiter        , 24.4332524
01.03.1976,Saturn         , 116.6736224
01.03.1976,Uranus         , 216.9793169
01.03.1976,Neptune        , 253.9093936
01.03.1976,Pluto          , 191.1300137
15.03.1976,Jupiter        , 27.4222927
15.03.1976,Saturn         , 116.1768696
15.03.1976,Uranus         , 216.6647610
15.03.1976,Neptune        , 253.9714832
15.03.1976,Pluto          , 190.7823681
29.03.1976,Jupiter        , 30.5915759
29.03.1976,Saturn         , 116.0272753
29.03.1976,Uranus         , 216.2173052
29.03.1976,Neptune        , 253.9246228
29.03.1976,Pluto          , 190.3995567
12.04.1976,Jupiter        , 33.8774885
12.04.1976,Saturn         , 116.2380213
12.04.1976,Uranus         , 215.6753366
12.04.1976,Neptune        , 253.7748829
12.04.1976,Pluto          , 190.0117381
26.04.1976,Jupiter        , 37.2189760
26.04.1976,Saturn         , 116.7943670
26.04.1976,Uranus         , 215.0860823
26.04.1976,Neptune        , 253.5358647
26.04.1976,Pluto          , 189.6492908
10.05.1976,Jupiter        , 40.5621559
10.05.1976,Saturn         , 117.6666469
10.05.1976,Uranus         , 214.4989225
10.05.1976,Neptune        , 253.2260185
10.05.1976,Pluto          , 189.3395374
24.05.1976,Jupiter        , 43.8524395
24.05.1976,Saturn         , 118.8123042
24.05.1976,Uranus         , 213.9631561
24.05.1976,Neptune        , 252.8694701
24.05.1976,Pluto          , 189.1056218
07.06.1976,Jupiter        , 47.0381369
07.06.1976,Saturn         , 120.1862288
07.06.1976,Uranus         , 213.5216452
07.06.1976,Neptune        , 252.4923638
07.06.1976,Pluto          , 188.9646295
21.06.1976,Jupiter        , 50.0625832
21.06.1976,Saturn         , 121.7388612
21.06.1976,Uranus         , 213.2095988
21.06.1976,Neptune        , 252.1229778
21.06.1976,Pluto          , 188.9274993
05.07.1976,Jupiter        , 52.8680916
05.07.1976,Saturn         , 123.4231656
05.07.1976,Uranus         , 213.0510679
05.07.1976,Neptune        , 251.7877837
05.07.1976,Pluto          , 188.9986959
19.07.1976,Jupiter        , 55.3883503
19.07.1976,Saturn         , 125.1899622
19.07.1976,Uranus         , 213.0599236
19.07.1976,Neptune        , 251.5115389
19.07.1976,Pluto          , 189.1767952
02.08.1976,Jupiter        , 57.5533066
02.08.1976,Saturn         , 126.9930880
02.08.1976,Uranus         , 213.2392473
02.08.1976,Neptune        , 251.3139817
02.08.1976,Pluto          , 189.4551424
16.08.1976,Jupiter        , 59.2840496
16.08.1976,Saturn         , 128.7837804
16.08.1976,Uranus         , 213.5834295
16.08.1976,Neptune        , 251.2104708
16.08.1976,Pluto          , 189.8224347
30.08.1976,Jupiter        , 60.5018427
30.08.1976,Saturn         , 130.5150701
30.08.1976,Uranus         , 214.0790103
30.08.1976,Neptune        , 251.2098373
30.08.1976,Pluto          , 190.2638210
13.09.1976,Jupiter        , 61.1311092
13.09.1976,Saturn         , 132.1361098
13.09.1976,Uranus         , 214.7064611
13.09.1976,Neptune        , 251.3156078
13.09.1976,Pluto          , 190.7610896
27.09.1976,Jupiter        , 61.1196934
27.09.1976,Saturn         , 133.5975745
27.09.1976,Uranus         , 215.4413840
27.09.1976,Neptune        , 251.5249456
27.09.1976,Pluto          , 191.2940178
11.10.1976,Jupiter        , 60.4572792
11.10.1976,Saturn         , 134.8465178
11.10.1976,Uranus         , 216.2554053
11.10.1976,Neptune        , 251.8301281
11.10.1976,Pluto          , 191.8401727
25.10.1976,Jupiter        , 59.2060026
25.10.1976,Saturn         , 135.8339953
25.10.1976,Uranus         , 217.1174927
25.10.1976,Neptune        , 252.2182450
25.10.1976,Pluto          , 192.3766160
08.11.1976,Jupiter        , 57.5167297
08.11.1976,Saturn         , 136.5123575
08.11.1976,Uranus         , 217.9940679
08.11.1976,Neptune        , 252.6726471
08.11.1976,Pluto          , 192.8795483
22.11.1976,Jupiter        , 55.6259094
22.11.1976,Saturn         , 136.8465624
22.11.1976,Uranus         , 218.8509204
22.11.1976,Neptune        , 253.1731553
22.11.1976,Pluto          , 193.3265305
06.12.1976,Jupiter        , 53.8162580
06.12.1976,Saturn         , 136.8151004
06.12.1976,Uranus         , 219.6528899
06.12.1976,Neptune        , 253.6973828
06.12.1976,Pluto          , 193.6962750
20.12.1976,Jupiter        , 52.3547586
20.12.1976,Saturn         , 136.4244417
20.12.1976,Uranus         , 220.3664847
20.12.1976,Neptune        , 254.2215140
20.12.1976,Pluto          , 193.9714200
03.01.1977,Jupiter        , 51.4405728
03.01.1977,Saturn         , 135.7100686
03.01.1977,Uranus         , 220.9600383
03.01.1977,Neptune        , 254.7214054
03.01.1977,Pluto          , 194.1383881
17.01.1977,Jupiter        , 51.1775607
17.01.1977,Saturn         , 134.7460374
17.01.1977,Uranus         , 221.4070828
17.01.1977,Neptune        , 255.1738033
17.01.1977,Pluto          , 194.1904158
31.01.1977,Jupiter        , 51.5866983
31.01.1977,Saturn         , 133.6350532
31.01.1977,Uranus         , 221.6867365
31.01.1977,Neptune        , 255.5574710
31.01.1977,Pluto          , 194.1268857
14.02.1977,Jupiter        , 52.6257280
14.02.1977,Saturn         , 132.5024870
14.02.1977,Uranus         , 221.7878271
14.02.1977,Neptune        , 255.8546370
14.02.1977,Pluto          , 193.9558871
28.02.1977,Jupiter        , 54.2217213
28.02.1977,Saturn         , 131.4728329
28.02.1977,Uranus         , 221.7086308
28.02.1977,Neptune        , 256.0517256
28.02.1977,Pluto          , 193.6920882
14.03.1977,Jupiter        , 56.2852987
14.03.1977,Saturn         , 130.6569676
14.03.1977,Uranus         , 221.4607426
14.03.1977,Neptune        , 256.1410133
14.03.1977,Pluto          , 193.3581246
28.03.1977,Jupiter        , 58.7295537
28.03.1977,Saturn         , 130.1341620
28.03.1977,Uranus         , 221.0666251
28.03.1977,Neptune        , 256.1204941
28.03.1977,Pluto          , 192.9805605
11.04.1977,Jupiter        , 61.4700511
11.04.1977,Saturn         , 129.9516983
11.04.1977,Uranus         , 220.5617128
11.04.1977,Neptune        , 255.9954184
11.04.1977,Pluto          , 192.5901988
25.04.1977,Jupiter        , 64.4335345
25.04.1977,Saturn         , 130.1230670
25.04.1977,Uranus         , 219.9885918
25.04.1977,Neptune        , 255.7768873
25.04.1977,Pluto          , 192.2168969
09.05.1977,Jupiter        , 67.5515401
09.05.1977,Saturn         , 130.6380922
09.05.1977,Uranus         , 219.3968771
09.05.1977,Neptune        , 255.4828929
09.05.1977,Pluto          , 191.8898567
23.05.1977,Jupiter        , 70.7655340
23.05.1977,Saturn         , 131.4676328
23.05.1977,Uranus         , 218.8350424
23.05.1977,Neptune        , 255.1354899
23.05.1977,Pluto          , 191.6328212
06.06.1977,Jupiter        , 74.0185907
06.06.1977,Saturn         , 132.5730338
06.06.1977,Uranus         , 218.3499036
06.06.1977,Neptune        , 254.7611980
06.06.1977,Pluto          , 191.4653860
20.06.1977,Jupiter        , 77.2602569
20.06.1977,Saturn         , 133.9091457
20.06.1977,Uranus         , 217.9790970
20.06.1977,Neptune        , 254.3871350
20.06.1977,Pluto          , 191.3995696
04.07.1977,Jupiter        , 80.4369603
04.07.1977,Saturn         , 135.4292602
04.07.1977,Uranus         , 217.7525690
04.07.1977,Neptune        , 254.0411676
04.07.1977,Pluto          , 191.4422386
18.07.1977,Jupiter        , 83.4973771
18.07.1977,Saturn         , 137.0856246
18.07.1977,Uranus         , 217.6877135
18.07.1977,Neptune        , 253.7478834
18.07.1977,Pluto          , 191.5929836
01.08.1977,Jupiter        , 86.3829719
01.08.1977,Saturn         , 138.8309555
01.08.1977,Uranus         , 217.7931984
01.08.1977,Neptune        , 253.5291804
01.08.1977,Pluto          , 191.8470047
15.08.1977,Jupiter        , 89.0334582
15.08.1977,Saturn         , 140.6178112
